Countries,Population,Total,Certain infectious and parasitic diseases,Neoplasms,Diseases of blood and disorders of immune mechanism,Endocrine nutritional and metabolic diseases,Mental and behavioural disorders,Diseases of the nervous system,Diseases of the eye and adnexa,Diseases of the ear and mastoid process,Diseases of the circulatory system,Diseases of the respiratory system,Diseases of the digestive system,Diseases of the skin and subcutaneous tissue,Diseases of the musculoskeletal system and connective tissue,Diseases of the genitourinary system,Pregnancy childbirth and the puerperium,Conditions originating in the perinatal period,Congenital malformations deformations and  abnormalities,Symptoms signs and abnormal clinical and laboratory findings,External causes of morbidity and mortality,Intestinal infectious diseases,Tuberculosis,Tetanus,Diphtheria,Whooping cough,Meningococcal infection,Septicaemia,Infections with a predominantly sexual mode of transmission (excluding HIV),Poliomyelitis,Measles,Viral hepatitis,Human immunodeficiency virus [HIV] disease,Malaria,Total of malignant neoplams,Malignant neoplasm of lip oral cavity and pharynx,Malignant neoplasm of oesophagus,Malignant neoplasm of stomach,Malignant neoplasm of colon rectosigmoid junction rectum anus and anal canal,Malignant neoplasm of liver and intrahepatic bile ducts,Malignant neoplasm of pancreas,Malignant neoplasm of trachea bronchus and lung,Melanoma and other skin cancers,Malignant neoplasm of  breast,Malignant neoplasm of cervix uteri,Malignant neoplasm of corpus uteri,Malignant neoplasm of ovary,Malignant neoplasm of prostate,Malignant neoplasm of bladder,Malignant neoplasm of lymphomas and multiple myeloma,Leukaemia,Benign neoplasms,Anaemias,Diabetes mellitus,Malnutrition,Alzheimer and other dementias,Acute rheumatic fever and chronic rheumatic heart diseases,Hypertensive diseases,Ischaemic heart diseases,Cerebrovascular diseases,Diseases of arteries arterioles and capillaries,Influenza,Pneumonia,Chronic lower respiratory diseases,Gastric and duodenal ulcer,Diseases of the liver,Disorders of kidney and ureter,Hyperplasia of prostate,Pregnancy with abortive outcome,Other direct obstetric causes,Indirect obstetric causes,Transport accidents,Falls,Accidental drowning and submersion,Exposure to smoke fire and flames,Accidental poisoning by and exposure to noxious substances,Intentional self-harm,Assault,All other external causes
Kazakhstan,15484192,158294,3612,18224,176,1392,430,1382,1,7,81793,8691,7831,86,197,1399,107,2187,1336,6955,22488,105,2800,1,1,0,53,347,6,2,1,72,87,0,18073,473,1229,2395,1559,983,860,3298,,1340,563,320,418,371,336,178,527,151,100,1220,69,,480,5110,36735,19856,,61,3250,4307,469,5904,,,7,86,13,4934,528,1199,348,3069,4168,1957,6285 
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Kuwait,3328136,5293,138,689,19,209,4,79,0,0,2110,306,129,13,1,146,0,202,239,127,882,7,33,1,0,0,0,55,0,0,0,38,1,1,673,5,9,25,64,58,32,92,3,81,6,11,13,23,22,31,64,16,9,199,0,3,8,124,856,532,40,0,201,67,9,67,133,0,0,0,0,516,73,21,39,26,57,27,123 
Kyrgyzstan,5207040,38181,1180,3007,51,398,114,555,0,2,18421,3588,2658,11,163,742,64,2262,514,721,3730,218,712,0,0,2,28,58,6,0,0,43,35,0,2957,83,143,569,191,233,99,359,44,211,195,58,80,47,54,44,91,50,34,363,13,18,233,413,10270,6416,179,76,987,2209,92,2299,729,3,2,47,15,968,125,237,62,561,485,312,980 
Latvia,2200325,33056,294,5997,40,428,210,368,0,2,18043,880,1291,41,67,335,6,95,93,2016,2850,7,144,0,1,0,1,22,0,1,0,31,42,0,5913,164,104,551,695,140,331,1064,120,387,109,148,176,348,182,165,180,84,25,366,4,191,82,808,9586,5203,612,10,403,358,136,633,294,31,3,3,0,486,288,237,187,347,453,190,662 
Lithuania,3231294,45624,504,8395,32,352,104,592,2,4,24307,1953,2725,60,96,369,2,71,123,687,5246,2,352,0,0,0,2,88,1,0,0,13,11,1,8282,237,196,786,920,166,438,1450,150,567,200,138,262,582,224,271,273,113,21,301,3,162,138,594,15013,5621,1127,8,776,1068,259,1738,330,19,0,1,1,877,518,381,113,778,1025,242,1312 
Luxembourg,480006,3691,112,1026,12,81,90,116,0,0,1367,282,169,3,14,54,1,4,6,109,245,14,2,0,0,0,0,63,0,0,0,3,4,0,994,14,26,31,124,32,56,238,9,66,6,20,25,59,32,52,39,32,9,49,4,118,2,43,391,316,63,5,89,122,4,84,50,0,0,1,0,30,34,0,0,26,78,6,71 
Macau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Malaysia,,71030,7441,8776,501,1681,63,954,2,3,19025,8199,2550,360,311,1690,137,1227,925,8924,8261,121,815,9,0,0,9,4745,3,0,4,181,378,15,8325,472,139,341,791,700,258,1570,52,834,256,96,219,165,92,403,492,451,157,1265,17,30,125,638,9105,4858,315,0,4223,1717,231,940,1347,2,8,105,24,4132,106,344,35,11,62,303,3268 
Maldives,315515,1119,58,57,9,25,2,28,0,0,425,138,30,2,1,45,2,39,14,195,49,0,5,0,0,0,0,36,0,0,0,3,0,0,56,4,0,1,1,7,0,6,0,3,1,0,1,3,1,5,2,1,8,13,1,2,2,167,61,89,1,0,13,67,0,9,43,1,0,2,0,6,1,9,2,1,5,0,25 
Malta,406778,3111,22,826,8,126,90,64,0,0,1265,281,101,43,12,59,0,12,22,39,141,2,6,0,0,0,1,6,0,0,0,2,1,0,804,18,19,36,114,15,62,126,11,74,4,23,27,28,34,35,25,22,7,116,0,95,7,30,651,330,59,0,62,97,12,33,43,1,0,0,0,16,50,4,4,12,26,3,26 
Martinique,396748,2809,73,685,13,191,63,163,0,1,788,158,127,15,18,55,4,30,12,226,187,6,0,0,0,0,0,26,0,0,0,1,11,0,641,15,14,48,49,22,37,61,3,41,6,20,13,113,6,42,37,44,11,129,12,118,7,92,102,261,62,5,69,29,11,32,34,2,0,2,2,44,17,10,5,6,32,21,52 
Mauritius,1223089,8323,156,935,41,1923,65,106,0,0,3027,571,429,15,24,134,6,152,59,152,528,15,13,1,0,0,1,58,0,0,0,4,57,0,908,41,29,80,99,48,42,114,3,91,18,47,25,44,24,28,32,27,26,1878,17,28,7,468,1180,769,10,0,114,205,25,265,129,1,0,4,2,148,40,38,17,8,127,44,106 
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mexico,113139374,502075,17814,67413,4226,83852,3959,9148,21,52,116802,42622,48705,1371,4183,14443,1122,14807,8701,9916,52762,3660,2285,28,0,4,7,4228,22,0,0,1254,5064,0,63764,866,903,5228,3635,4715,3385,6492,1210,4518,3951,580,1625,4840,975,3225,3712,3649,3317,69177,8506,2098,1056,14278,54454,28678,2022,29,12583,20875,2521,29945,11914,589,81,771,228,15256,2125,2470,624,1119,4309,8450,18409 
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Montenegro,626189,5979,13,943,4,91,25,15,0,0,3336,236,134,2,0,94,1,41,8,803,233,0,7,0,0,0,0,2,1,0,0,0,1,0,943,12,12,40,67,35,33,293,16,81,17,10,9,50,23,20,21,0,3,89,0,22,0,1,435,633,42,0,30,2,14,48,94,0,0,1,0,79,9,8,1,3,121,5,7 
Montserrat,,44,3,8,2,9,0,0,0,0,18,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,1,0,0,0,2,0,1,0,0,0,3,0,0,0,0,2,9,0,0,0,8,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Netherlands,16381696,133022,1848,40894,485,4051,6473,3791,6,10,40849,13536,5396,381,797,3094,9,429,452,5310,5211,131,54,0,0,0,9,955,2,2,0,40,66,2,39785,535,1474,1413,4854,647,2209,9773,733,3180,204,397,911,2425,1142,1757,1101,1109,375,3266,92,7324,11,942,11876,9419,3189,83,5192,6432,234,988,1717,58,0,7,2,799,1330,76,31,113,1354,143,1365 
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
New Zealand,4228150,28601,214,8582,63,1120,821,1109,2,2,10482,2341,803,71,238,505,13,124,186,90,1835,59,16,1,0,0,8,53,0,5,0,24,11,0,8417,123,244,297,1253,203,428,1528,414,643,65,97,199,575,169,517,306,165,29,847,8,1300,199,312,5634,2624,521,10,415,1647,77,150,353,20,1,6,6,481,422,60,18,84,494,57,219 
Nicaragua,,17312,673,2167,99,1319,182,262,0,2,4486,1425,1137,44,77,1009,88,1083,392,626,2234,190,157,0,0,1,2,158,1,0,0,11,90,0,2129,38,16,294,128,216,87,151,29,111,244,17,28,149,16,94,127,38,76,1170,104,35,24,583,2038,1163,34,0,764,541,63,689,969,18,4,64,20,519,75,168,13,75,352,468,564 
Norway,4709153,41963,835,10891,119,1146,1659,1387,0,0,14610,4242,1230,83,218,1025,4,98,138,1892,2386,167,34,0,0,0,2,345,1,15,0,14,9,1,10695,147,180,385,1543,144,659,2100,312,662,84,154,351,1090,341,558,320,196,74,823,0,2019,31,433,5842,3430,911,41,1861,2011,172,248,572,32,0,4,0,271,348,52,68,341,485,33,788 
Occupied Palestinian Territory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Panama,3438398,14777,1135,2532,78,1012,26,383,0,0,4172,1411,608,53,79,532,40,354,292,455,1615,215,175,1,0,7,3,217,6,0,0,11,460,1,2464,55,37,265,212,98,86,236,37,151,107,34,45,305,27,136,125,68,67,811,124,68,31,249,1620,1409,112,8,573,481,48,269,442,17,3,30,7,453,81,120,13,30,171,477,270 
Paraguay,5966160,23007,962,3324,74,1876,49,287,0,0,5926,1412,884,21,96,485,121,860,390,3691,2544,148,159,3,0,0,3,346,10,1,0,6,173,0,3103,82,93,221,217,80,126,372,48,257,227,168,44,277,34,128,185,221,49,1594,179,44,35,616,1826,2125,142,1,783,321,67,314,351,18,33,70,18,886,42,100,33,28,227,600,628 
Peru,,87497,9084,16580,462,3468,0,834,0,0,16794,15549,6627,39,197,4216,155,2372,1106,231,9782,519,1505,10,0,2,4,5856,14,5,0,134,729,5,16578,170,200,2635,964,1146,683,1526,259,756,890,445,278,1215,174,813,698,2,431,2117,1239,151,93,3165,4719,4393,579,7,9620,1613,346,3521,3844,67,7,145,2,2220,206,433,90,384,407,464,5578 
Philippines,88965508,441913,40355,47048,3238,27037,424,6200,31,64,145961,60381,21051,1637,1718,16181,1671,12502,4819,17213,34382,4911,23994,667,7,1,50,6824,11,16,34,794,15,155,44399,2121,480,1397,3739,5549,1123,7757,295,4951,1313,1190,1128,2156,307,1327,2437,2649,2444,21015,2007,545,2128,16808,50922,48969,2771,128,35509,21149,6378,7691,14397,474,149,1421,100,7305,1743,2842,400,535,1698,12603,7256 
Poland,38115967,377226,2274,95809,488,6758,2156,4881,0,3,171372,19422,16755,43,522,4628,11,1219,1041,25093,24751,44,775,9,1,0,20,927,3,2,0,229,123,1,92932,2110,1525,5610,9969,1949,4376,22148,1592,5255,1907,1224,2485,3932,2988,3094,2707,2877,298,6359,59,1814,940,5927,48266,37933,36048,18,8900,8639,1684,7539,4513,24,3,7,1,6064,3867,958,571,1754,5284,522,5731 
Portugal,10542964,103888,2462,24006,307,5218,177,2612,0,11,34255,10967,4550,43,238,2606,5,174,169,11627,4461,56,258,2,0,0,9,1091,2,1,0,105,790,3,23431,640,520,2363,3481,779,1089,3373,346,1579,238,395,376,1728,747,1091,722,575,229,4395,57,1493,173,1504,8101,14968,2016,20,4610,2639,221,2054,1932,21,0,4,1,1184,359,65,73,26,1020,111,1623 
Puerto Rico,3738549,29169,1540,5125,315,3321,355,1997,0,1,7904,2828,1411,169,131,1263,12,210,133,227,2227,20,15,1,0,0,3,875,3,2,0,95,385,0,4975,125,131,218,633,284,220,608,60,417,42,106,92,513,98,328,170,150,188,2724,43,1734,13,887,3728,1650,178,0,1015,1108,27,762,1052,2,0,8,4,470,224,38,10,169,271,720,325 
Qatar,1178955,1781,13,170,8,110,1,26,0,0,262,59,50,2,4,62,5,51,60,458,440,0,1,0,0,0,0,5,0,0,0,2,0,0,162,5,4,10,15,15,6,14,0,18,2,1,7,6,1,12,17,8,3,101,0,2,1,63,140,31,6,0,10,7,0,30,61,0,0,0,4,246,58,19,12,8,41,9,47 
Republic of Korea,49130354,244874,5349,68335,502,11959,4219,5158,4,2,57574,14864,10762,413,1900,3875,48,904,599,28270,30137,218,2629,4,0,0,1,1086,2,3,1,1024,105,3,67561,949,1449,10563,6650,11144,3569,14278,339,1670,987,254,825,1107,948,1950,1447,774,330,11272,55,4893,248,5402,14497,29277,1078,7,4556,7523,532,7314,3472,105,2,42,4,7604,2996,718,315,218,12174,703,5409 
Republic of Moldova,3576910,43050,746,5459,20,435,204,473,0,4,24178,2580,4270,32,38,367,7,149,164,277,3647,10,635,0,0,0,7,10,0,0,0,4,62,0,5387,232,85,530,751,385,295,870,93,443,163,103,94,133,135,170,121,72,16,366,7,190,176,634,15709,6999,173,1,927,1537,157,3480,338,23,1,1,4,589,166,261,135,424,562,246,1264 
Reunion,808870,3981,107,930,15,288,137,167,0,0,1129,285,212,10,18,57,4,53,32,195,342,15,8,0,0,0,0,35,1,0,0,6,6,0,872,50,39,72,80,46,46,137,13,51,14,7,11,45,21,27,26,58,7,238,6,91,15,119,308,323,68,8,75,101,12,104,46,3,1,3,0,70,42,18,5,20,92,12,83 
Rodrigues,37314,175,5,32,0,29,0,1,0,0,62,15,4,0,0,2,0,9,2,2,12,0,1,0,0,0,0,2,0,0,0,0,2,0,31,1,2,5,6,1,1,3,1,3,1,1,0,2,0,0,0,1,0,26,2,1,2,17,26,7,0,0,3,5,0,3,0,2,0,0,0,0,0,4,0,0,1,0,7 
Romania,21537563,251965,2375,45383,104,2382,252,2018,0,1,154516,12657,14568,62,46,2294,33,958,757,966,12593,43,1606,3,0,0,12,404,1,0,0,51,169,0,45001,1885,645,3630,4971,2323,2471,9087,785,3049,1837,589,906,1714,1294,1112,1205,382,55,2289,57,663,645,22627,52955,51023,13112,20,5462,5874,581,10260,2087,190,11,22,0,3644,1327,992,439,1037,2430,447,2277 
Russian Federation,142114904,2080445,34416,288563,1258,10906,6520,14159,12,171,1185170,77947,87680,1856,1853,11017,356,6809,5681,86659,259412,445,26114,3,10,8,368,1429,50,0,1,1129,3626,3,285921,8246,6454,37456,37111,8126,14473,51912,,22834,6171,6167,7636,8909,7055,5334,7463,2642,747,9745,254,,4838,28643,594183,409796,,97,37507,34701,8146,49082,,,53,249,51,39138,11048,12762,10056,43768,41329,25377,75934 
Saint Kitts and Nevis,,345,7,67,4,41,2,7,0,0,109,19,15,2,2,10,0,12,3,1,44,0,1,0,0,0,0,1,0,0,0,0,5,0,67,3,0,2,5,9,2,0,1,8,2,2,1,14,1,3,5,0,3,30,0,5,0,14,27,47,4,0,7,3,0,7,7,0,0,0,0,7,8,0,3,1,1,4,20 
Saint Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saint Vincent and the Grenadines,109049,751,44,103,9,90,5,15,0,1,285,43,24,8,4,15,0,23,8,3,71,0,3,0,0,0,0,5,1,0,0,0,31,0,100,7,0,4,5,3,4,7,1,6,5,6,1,21,0,9,4,3,6,75,4,5,1,43,113,91,1,0,25,9,4,8,7,4,0,0,0,8,6,2,0,0,11,37,7 
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Serbia,7381579,102805,436,20760,182,3085,720,1212,0,0,57608,4026,3441,73,142,1843,0,298,155,4955,3869,10,220,10,0,0,6,111,1,0,0,36,14,0,20417,524,256,1125,2403,780,966,4785,381,1623,523,306,390,948,620,512,565,343,95,3005,7,490,124,3383,12824,16959,2198,4,605,2598,574,1032,1740,71,0,0,0,955,291,115,83,76,1354,200,795 
Seychelles,90841,630,52,117,3,26,0,13,0,0,191,78,40,1,3,30,0,8,6,20,42,0,1,0,0,0,1,29,0,0,0,1,5,0,117,8,1,5,12,5,1,12,,12,9,1,0,20,7,5,3,0,3,23,0,,1,56,40,26,,0,45,21,4,12,,,0,0,0,16,2,7,0,0,6,5,6 
Singapore,3583100,16044,274,4561,,,4,54,0,0,5469,2833,368,67,49,720,2,23,46,40,815,19,80,0,0,0,0,130,0,0,0,7,0,1,4505,230,86,322,705,322,240,1022,10,340,76,41,94,107,58,137,102,56,3,591,0,16,21,413,3196,1406,100,0,2274,481,38,109,332,2,0,2,0,183,122,16,2,15,328,16,133 
Slovakia,5397766,53856,297,11966,74,706,5,751,0,1,29231,3156,2981,0,60,702,0,145,146,667,2968,10,35,0,0,0,2,208,0,0,0,17,1,0,11867,646,272,724,1767,346,700,2023,205,781,237,251,257,498,258,398,330,99,19,640,1,243,95,1428,16089,5243,3198,10,1885,820,263,1717,640,11,0,0,0,0,0,0,0,0,0,0,2968 
Slovenia,2019406,18584,165,5606,41,293,76,227,0,0,7602,1061,1193,36,61,316,3,22,48,237,1597,2,29,0,0,0,0,95,0,0,0,11,3,0,5536,151,99,360,779,182,299,1129,126,399,44,79,133,347,168,236,153,70,17,267,1,55,87,646,1948,1683,407,0,527,409,91,663,257,2,0,2,1,319,485,28,13,37,434,21,260 
South Africa,49693580,601133,152515,34774,19081,29386,1818,16214,27,84,82561,82885,15928,1306,1956,8241,1762,12238,1961,83293,54125,37305,77158,19,1,2,125,5181,107,8,8,268,13498,278,33662,1044,3076,1202,1951,1649,1244,4685,536,2691,2586,444,587,2208,509,1521,868,1112,3389,20139,2288,1721,485,13375,12503,25315,1554,571,49055,15306,1599,5494,7389,111,151,861,750,6146,124,908,1616,774,420,5636,38501 
Spain,44873567,385361,7776,103329,1289,12237,12309,16707,8,8,124126,44029,19650,1186,3384,10170,13,969,890,11364,15917,509,409,0,0,4,62,3899,5,10,0,994,1307,8,99994,2204,1777,5747,13516,4544,4976,19992,1365,5983,629,1313,1845,5584,4571,4288,3087,3335,859,10152,139,22200,1368,7486,37222,33034,6007,71,8581,15699,503,6451,7028,121,4,9,0,4203,1740,482,189,768,3264,349,4922 
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Suriname,500953,2874,216,310,21,219,9,44,0,0,847,156,155,21,13,74,11,119,37,257,365,8,7,2,0,0,0,23,0,1,0,12,142,1,310,4,3,13,25,10,12,43,2,24,21,1,9,31,5,13,10,0,13,189,6,1,2,74,252,386,23,0,102,40,14,56,59,2,2,7,2,93,11,3,8,2,119,40,89 
Sweden,9148092,91820,1623,22631,322,2364,5027,3125,1,4,37960,5696,3028,151,500,1197,2,119,243,2992,4835,172,61,0,0,0,4,711,1,28,1,69,27,0,21840,298,399,737,2647,588,1536,3439,544,1477,162,318,600,2470,688,1197,764,791,212,1960,64,6261,150,1342,16804,7930,2398,59,2142,2710,407,757,823,36,0,0,0,499,795,108,78,351,1126,108,1770 
Switzerland,7551117,61089,639,16497,146,1730,3117,2800,1,2,22613,3733,2514,84,487,777,1,177,230,1759,3782,49,28,0,0,0,3,226,2,12,0,24,60,1,16020,375,440,542,1740,648,1026,3013,378,1268,91,221,416,1260,451,860,509,477,88,1430,25,4106,96,2481,9035,4125,1183,37,1339,1810,150,732,520,40,0,1,0,415,1308,51,14,208,1360,45,381 
Syrian Arab Republic,,58260,768,3269,146,905,134,1347,0,0,29480,5275,1119,12,14,1617,38,2973,1956,5905,3302,34,34,9,3,7,7,607,0,23,1,1,9,0,2494,39,29,205,216,157,137,513,,179,8,35,31,136,82,108,242,,132,648,97,,11,463,11856,4060,,1,1091,235,20,618,,,0,37,1,1704,135,122,135,262,29,210,705 
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
TFYR Macedonia,2043559,19594,92,3524,11,712,12,140,0,0,11307,706,364,0,1,296,0,144,53,1489,743,2,55,0,0,0,1,19,0,0,0,10,1,0,3507,54,28,373,385,207,158,759,103,271,38,84,70,141,90,66,79,17,8,707,0,20,20,773,1935,3867,413,4,97,375,36,172,286,8,0,0,0,178,94,25,20,25,159,48,194 
Thailand,62933515,393254,38109,53434,594,8505,658,5259,0,1,34742,25414,13072,951,882,14094,97,2746,1454,150358,42884,940,4863,59,6,0,3,23401,1,8,3,246,5522,97,53211,1526,879,1062,1718,13419,648,8368,218,2172,1652,572,546,562,361,87,1874,223,281,7686,61,244,46,2291,13087,12995,759,43,12650,5692,164,7853,13538,39,11,81,5,10053,894,4098,245,90,3756,3467,20281 
Trinidad and Tobago,1309260,9653,413,1467,69,1506,45,220,1,2,3210,467,402,44,72,250,6,116,81,171,1111,9,19,0,0,0,0,94,0,0,0,5,251,0,1409,30,11,37,132,34,69,123,8,163,76,53,45,301,11,89,28,58,51,1385,17,79,15,367,1435,854,88,4,208,132,66,132,189,26,2,4,0,224,41,53,17,12,131,420,213 
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkmenistan,4858235,28536,917,2075,54,433,182,325,2,1,15680,1790,1803,5,46,392,20,438,193,2126,2054,103,647,1,0,0,15,69,0,0,1,32,0,0,2041,73,279,238,70,136,36,189,,171,93,30,48,21,15,18,80,34,35,411,3,,139,2323,7590,3416,,11,516,375,88,1532,,,1,16,0,462,29,204,199,191,354,101,514 
Turks and Caicos Islands,,55,2,1,1,2,0,1,0,0,17,2,1,0,0,1,0,0,0,10,17,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,2,0,0,0,1,1,0,1,1,0,0,0,0,4,0,0,0,0,0,2,11 
Ukraine,46329000,762877,16802,90030,351,3087,3014,7047,2,55,480624,25075,33595,559,721,3295,94,2507,2212,27829,65978,54,10506,18,8,0,129,628,12,1,0,131,4541,0,89197,3376,1528,9905,11867,1651,4190,15026,,7862,2214,2167,2393,3202,2452,1595,2606,833,153,2709,42,,1710,645,321106,102503,,5,6552,16078,1610,24652,,,3,51,39,11463,3575,4296,2698,11703,10037,4229,17977 
United Arab Emirates,6010100,7414,330,674,,,1,,,,1083,533,115,0,0,112,1,176,292,1804,1370,5,,1,,1,1,248,,,0,,,1,,,,38,74,,,92,,68,21,,,,,,45,,13,286,,,,192,124,262,,0,173,,13,102,,1,1,0,,,136,,38,7,102,26, 
United Kingdom,60975355,574687,9287,159617,1184,8518,19979,18510,7,16,193766,78388,29467,1980,4770,12832,56,2003,1981,11598,20728,4420,386,1,0,5,86,2995,0,35,1,249,267,5,155909,2148,7371,5253,16047,3220,7759,34600,2623,12014,942,1665,4227,10256,4927,7675,4372,3708,517,6362,96,24741,1233,4823,91731,53269,12427,37,31498,29473,3091,8908,5215,178,5,32,18,3391,4088,224,298,1533,3897,239,7058 
United States of America,301579895,2423895,66856,577098,9745,99038,90279,127001,45,65,810321,227320,89159,3883,13918,64746,769,14600,10424,33503,185125,6800,621,5,1,9,87,34830,54,311,0,7408,11295,5,562894,8067,13592,11389,53589,17147,34118,158762,11234,40601,4021,7457,14622,29095,13843,33167,21827,14204,4829,71390,2644,156044,3201,57738,406389,135959,30172,411,52314,127926,3007,38966,48651,491,31,381,135,46077,22636,3460,3286,29849,34602,18368,26847 
Uruguay,3339750,33783,695,7715,126,1037,803,1511,0,1,10574,3495,1301,212,173,788,13,221,164,2812,2102,75,73,1,0,0,5,296,1,1,0,10,172,0,7462,143,267,461,932,91,411,1185,43,612,95,119,129,596,193,305,181,253,95,714,66,1411,22,620,2803,3380,473,1,1301,1333,58,355,528,27,2,11,0,431,47,107,38,26,591,155,707 
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Venezuela (Bolivarian Republic of),27670659,127459,5889,20839,354,8738,82,1815,0,1,37739,7826,5342,15,512,1937,332,4979,2209,762,28088,1294,692,12,0,8,16,881,28,1,1,113,1670,16,19254,369,275,1951,1338,790,722,2958,367,1465,1215,475,395,1873,281,887,809,1585,249,7828,611,301,123,4558,19308,9698,692,21,3044,3442,476,2785,1642,134,45,205,82,7517,747,525,95,135,897,9474,8698 
Virgin Islands (USA),107166,703,24,123,2,48,17,23,0,0,276,34,19,4,4,13,0,5,7,17,87,0,0,0,0,0,0,12,0,0,0,2,8,0,116,3,2,5,16,6,1,10,2,10,2,2,6,18,4,9,2,7,2,45,0,18,0,53,148,40,4,0,14,17,0,13,13,0,0,0,0,15,3,4,0,4,11,43,7 
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
